energy,STD
15.054242097365847,0.021358476664830314
15.083186114913467,0.0016084175576547702
15.08611800276232,0.0017189957664899402
15.082934434976591,0.002164078913763416
15.091164778686991,0.003190164571456321
15.085157473437313,0.004677566476705052
15.08014188037109,0.0066528877545543276
16.195529061812397,0.3313486041475238
21.098971440896054,0.46429041728678583
24.195942738526355,0.6615298800100007
25.968318010722626,0.6969751901456166
25.07196881625938,0.6691704520395281
26.102169844356535,0.2796180795853464
35.529408851187256,0.8457029482992018
31.576133780752176,0.7302528032216435
35.689282876406665,1.2737827933353882
36.6959966011131,0.6187112391787241
35.830162863450916,0.8389012278387372
38.86947525754882,1.030252155216174
38.09083244480365,1.2819967640249996
43.28335918293008,1.6601560016800248
